total_sqft,bath,balcony,price,bhk,price_per_sqft,availability_binary,location_encoded,standardized_location
1665.0,3.0,2.0,1.056,3.0,63.42,1,0.8444439804452369,kanakapurarod
708.0,2.0,2.0,0.444,2.0,62.71,0,0.6797030843623867,dasanapura
1060.0,2.0,2.0,0.69672,2.0,65.73,1,1.0398890480384713,kasavanhalli
1000.0,2.0,2.0,0.84,2.0,84.0,1,1.4290617546766067,sanjaynagar
1000.0,2.0,1.0,0.34656,2.0,34.66,0,0.6457043853759072,electroniccity
1450.0,2.0,2.0,0.84,3.0,57.93,1,0.728994086126478,mysorehighway
1296.0,2.0,3.0,0.96,2.0,74.07,0,0.9600019407207318,thanisandra
1540.0,3.0,2.0,1.08,3.0,70.13,1,1.640373275120223,domlur
2894.0,4.0,1.0,2.94,4.0,101.59,1,0.6718245514697907,kengeri
1330.0,2.0,1.0,0.5760000000000001,3.0,43.31,1,0.9513641369939655,sarjapura-attibeleroad
1200.0,2.0,1.0,0.78,2.0,65.0,1,0.8063287336539273,devasthanagalu
1200.0,3.0,1.0,1.08,3.0,90.0,1,1.0611947218645803,dasarahalli
2502.0,3.0,3.0,1.6560000000000001,3.0,66.19,1,1.1358204650950041,yeshwanthpur
650.0,1.0,1.0,0.20400000000000001,2.0,31.38,1,0.40587287336539274,chandapura
2400.0,2.0,1.0,1.8,3.0,75.0,1,1.0034219129497637,kothanur
1007.0,2.0,2.0,0.516,2.0,51.24,1,0.6872958602885346,greenviewlayout
1200.0,2.0,2.0,0.6,2.0,50.0,1,1.300995400320594,shantiniketanlayout
966.0,2.0,2.0,0.5988,2.0,61.99,1,0.8563758602885347,peenya
1630.0,2.0,1.0,1.176,3.0,72.15,1,1.2113337927797336,nagarbhavi
1640.0,3.0,2.0,2.748,3.0,167.56,1,3.161094453222185,rajajinagar
782.0,2.0,2.0,0.66816,2.0,85.44,1,0.6997380548077587,jalahalliwest
1260.0,2.0,2.0,0.8013600000000001,2.0,63.6,0,0.9023682586069598,devanahalli
1800.0,3.0,3.0,1.44,3.0,80.0,1,1.5905917205770692,lakshmiammagarden
1413.0,2.0,2.0,0.9,3.0,63.69,1,1.1900958602885345,byatarayanapura
1116.0,2.0,1.0,0.6229199999999999,2.0,55.82,1,1.148292208119443,whitefield
1530.0,2.0,1.0,0.5508,3.0,36.0,1,0.6457043853759072,electroniccity
3700.0,4.0,1.0,2.7,4.0,72.97,1,0.8907730918505795,ramamurthynagar
2497.0,3.0,2.0,1.68,3.0,67.28,1,1.2214081780825812,sarjapurroad
1540.0,2.0,3.0,0.768,3.0,49.87,1,0.6718245514697907,kengeri
1436.0,3.0,1.0,0.897,3.0,62.47,0,0.9600019407207318,thanisandra
1100.0,2.0,2.0,0.9,2.0,81.82,0,2.3993050706448105,malleshwaram
1427.0,3.0,2.0,1.44,3.0,100.91,1,0.9600019407207318,thanisandra
2061.0,3.0,1.0,2.4,3.0,116.45,1,0.9970483645626669,akshayanagar
2650.0,4.0,2.0,1.8,4.0,67.92,1,0.8963541859203819,shampura
1282.0,2.0,2.0,0.82224,3.0,64.14,0,0.9023682586069598,devanahalli
1050.0,2.0,1.0,0.40800000000000003,2.0,38.86,1,1.0374052263917197,kadugodi
1600.0,3.0,2.0,0.78,3.0,48.75,1,0.9520684716346677,lbshastrinagar
945.0,2.0,1.0,0.648,2.0,68.57,0,0.9560958602885347,vajarahalli
1500.0,2.0,1.0,0.936,2.0,62.4,1,0.7881521432822345,hormavu
1870.0,3.0,3.0,1.32,3.0,70.59,1,0.8563758602885347,peenya
1600.0,3.0,1.0,0.9,3.0,56.25,1,1.0572625792582513,sarjapur
1535.0,3.0,2.0,0.996,3.0,64.89,1,0.9942589903142768,kudlugate
950.0,2.0,1.0,0.684,2.0,72.0,1,0.8444439804452369,kanakapurarod
1360.0,2.0,1.0,0.78,2.0,57.35,0,0.9023682586069598,devanahalli
1073.5,2.0,0.0,0.6480600000000001,2.0,60.37,0,0.7436019720577071,8thphasejpnagar
1280.0,3.0,1.0,0.6048,3.0,47.25,0,0.5174728072459053,bommasandraindustrialarea
1260.0,2.0,2.0,1.0206,3.0,81.0,0,1.3054158602885344,chandralayout
3050.0,5.0,1.0,2.556,5.0,83.8,0,0.910515851529724,yelahanka
1563.05,3.0,1.0,1.26,3.0,80.61,1,1.0398890480384713,kasavanhalli
1000.0,2.0,1.0,0.72,2.0,72.0,1,0.9575416911713951,isrolayout
1167.0,2.0,1.0,0.52512,2.0,45.0,0,0.688717092960191,anandapura
1828.0,3.0,0.0,1.32,3.0,72.21,1,1.0034219129497637,kothanur
890.0,2.0,1.0,0.42,2.0,47.19,1,0.6136558616124448,kengerisatellitetown
1612.0,3.0,3.0,0.56088,3.0,34.79,1,0.8185554003205939,basavanapura
957.0,2.0,1.0,0.6960000000000001,2.0,72.73,1,1.0855523144231118,kannamangala
1250.0,2.0,3.0,0.528,3.0,42.24,0,0.7817346633097549,devarachikkanahalli
2795.0,4.0,0.0,2.82,3.0,100.89,1,1.955493100480891,sanjeevininagar
1125.0,2.0,2.0,0.6,2.0,53.33,1,0.972863644956844,hulimavu
1020.0,2.0,1.0,0.3672,2.0,36.0,0,0.5503403015850418,electroniccityphaseii
1200.0,2.0,2.0,0.6,2.0,50.0,1,0.9009155167468152,kalenaagrahara
1735.0,3.0,3.0,1.62,3.0,93.37,1,0.9600019407207318,thanisandra
2050.0,3.0,1.0,1.74,3.0,84.88,1,0.9600019407207318,thanisandra
3750.0,4.0,0.0,9.120000000000001,4.0,243.2,1,1.9676958602885346,mahalakshmilayout
1350.0,2.0,3.0,0.5760000000000001,3.0,42.67,1,0.8780317205770691,yarandahalli
1063.0,2.0,1.0,0.384,2.0,36.12,0,0.8452235425052788,hosaroad
1904.0,3.0,1.0,1.8,3.0,94.54,1,1.5452958602885345,keshavanagar
2000.0,3.0,1.0,2.1,3.0,105.0,1,1.1276198253606684,rmvextension
1242.5,2.0,0.0,0.52188,2.0,42.0,0,1.0572625792582513,sarjapur
1425.0,2.0,2.0,0.9,3.0,63.16,1,0.8552958602885345,tejaswininagar
1500.0,2.0,1.0,0.774,3.0,51.6,1,0.6457043853759072,electroniccity
1060.0,2.0,1.0,0.72,2.0,67.92,1,0.6457043853759072,electroniccity
1470.0,2.0,2.0,0.84,3.0,57.14,1,0.9665917205770691,jaibheemanagar
1152.0,2.0,1.0,0.774,2.0,67.19,0,0.6457043853759072,electroniccity
1350.0,2.0,1.0,0.672,3.0,49.78,1,0.6457043853759072,electroniccity
1550.0,3.0,3.0,0.78,3.0,50.32,1,0.8741878744857058,cvramannagar
1500.0,3.0,2.0,1.2,3.0,80.0,1,1.3280504527834391,chikkatirupathi
600.0,3.0,2.0,1.02,5.0,170.0,1,1.4525753308802056,kumaraswamilayout
400.0,1.0,0.0,0.168,1.0,42.0,1,1.3111304527834393,nagavara
705.0,1.0,2.0,0.804,1.0,114.04,1,2.3993050706448105,malleshwaram
770.0,1.0,1.0,0.432,2.0,56.1,1,0.6457043853759072,electroniccity
1242.0,2.0,3.0,0.612,2.0,49.28,1,0.972863644956844,hulimavu
1700.0,3.0,2.0,1.86,3.0,109.41,1,2.221627388653867,hebbalkempapura
2144.0,3.0,2.0,1.74,3.0,81.16,1,0.9600019407207318,thanisandra
1704.0,3.0,2.0,1.32,3.0,77.46,0,1.2105829650721338,vijaynagar
1070.0,2.0,1.0,0.624,2.0,58.32,1,0.6457043853759072,electroniccity
1846.0,3.0,2.0,3.6,3.0,195.02,1,2.5244079301442675,5thblockkoramangala
1340.0,2.0,2.0,0.6684,2.0,49.88,1,0.8481698253606682,jakkurulayout
1025.0,2.0,1.0,0.552,2.0,53.85,1,0.6457043853759072,electroniccity
1277.5,2.0,0.0,0.6816,2.0,53.35,1,0.8497278304162702,krpuram
1200.0,2.0,2.0,0.624,2.0,52.0,1,1.1169619427005206,marathahalli
2250.0,4.0,1.0,1.32,4.0,58.67,0,0.8444439804452369,kanakapurarod
1550.0,2.0,3.0,0.96,3.0,61.94,1,0.8086256144918104,pattanduragrahara
1200.0,2.0,2.0,0.72,2.0,60.0,1,1.1169619427005206,marathahalli
1327.0,2.0,2.0,1.176,2.0,88.62,1,0.910515851529724,yelahanka
1186.0,2.0,2.0,0.6960000000000001,2.0,58.68,1,1.0034219129497637,kothanur
1783.0,3.0,1.0,1.3800000000000001,3.0,77.4,1,1.4783287336539273,mspallya
1400.0,3.0,2.0,0.672,3.0,48.0,1,1.040018434670872,hsrlayout
980.0,2.0,1.0,0.5760000000000001,2.0,58.78,1,1.1489954003205942,nagasandra
1285.0,2.0,2.0,0.984,2.0,76.58,1,1.573241544115414,epipzone
912.0,2.0,1.0,0.84,3.0,92.11,1,1.3254931004808908,langfordtown
1225.0,2.0,2.0,0.5712,2.0,46.63,1,1.148292208119443,whitefield
1075.0,2.0,1.0,0.636,2.0,59.16,1,1.148292208119443,whitefield
1260.0,2.0,2.0,0.648,3.0,51.43,1,1.0374052263917197,kadugodi
1282.0,2.0,2.0,0.5844,3.0,45.59,1,0.910515851529724,yelahanka
1909.0,3.0,2.0,1.056,3.0,55.32,1,0.9342847441154138,kogilu
1359.0,2.0,1.0,1.044,2.0,76.82,1,0.9011436778312102,panathur
1207.0,2.0,2.0,0.522,2.0,43.25,1,0.8215655146979065,nagondanahalli
2850.0,4.0,1.0,5.136,4.0,180.21,0,2.458925614491811,1stblockjayanagar
1595.0,3.0,2.0,0.78,3.0,48.9,1,0.5431039441154139,kammasandra
1798.0,3.0,2.0,1.068,3.0,59.4,0,1.4076620669872608,"offsarjapurroad,"
1475.0,3.0,2.0,0.9394800000000001,3.0,63.69,1,0.665123425837477,"electroniccityphase1,"
1580.0,3.0,3.0,1.2,3.0,75.95,1,1.100136943269335,talacauverylayout
1295.0,2.0,1.0,0.78,2.0,60.23,1,1.0611947218645803,dasarahalli
3600.0,6.0,0.0,1.692,6.0,47.0,1,0.7692057751202227,magadiroad
589.0,1.0,1.0,0.324,1.0,55.01,1,0.6457043853759072,electroniccity
1415.0,3.0,3.0,0.936,3.0,66.15,1,1.907493100480891,ngeflayout
1787.0,3.0,2.0,1.17948,3.0,66.0,0,1.2214081780825812,sarjapurroad
1787.0,3.0,2.0,1.5,3.0,83.94,1,1.2214081780825812,sarjapurroad
1475.0,2.0,3.0,1.08,3.0,73.22,1,1.9715456507893339,koramangala
2000.0,4.0,1.0,0.906,4.0,45.3,1,1.0597396507213364,"lakshminarayanapura,electroniccityphase2"
984.0,2.0,1.0,0.53136,2.0,54.0,0,1.2214081780825812,sarjapurroad
1630.0,3.0,0.0,0.89784,3.0,55.08,0,0.9023682586069598,devanahalli
2405.0,4.0,2.0,3.12,3.0,129.73,1,2.154591720577069,muthurayyaswamylayout
1080.0,2.0,2.0,0.864,2.0,80.0,1,1.130124128295761,7thphasejpnagar
1500.0,2.0,1.0,1.3800000000000001,2.0,92.0,1,1.300995400320594,shantiniketanlayout
1900.0,3.0,2.0,1.428,3.0,75.16,1,1.618665670388181,hebbal
805.0,2.0,1.0,0.26568,2.0,33.0,0,0.6284692401923564,dommasandra
1153.0,2.0,2.0,0.6768,2.0,58.7,1,0.8290305396770821,budigere
1148.0,2.0,2.0,0.72,2.0,62.72,1,1.0704507820804858,doddanekkundiextension
1110.0,2.0,2.0,0.66,2.0,59.46,1,0.9074931004808909,mylasandra
1100.0,2.0,2.0,0.504,2.0,45.82,1,0.6457043853759072,electroniccity
1290.0,2.0,2.0,1.32,2.0,102.33,1,1.3051479301442672,kalyannagar
1500.0,2.0,1.0,0.78,3.0,52.0,1,0.9521917205770691,drshivaramakaranthanagar
1080.0,2.0,2.0,0.468,2.0,43.33,0,1.6956620669872606,bankofbarodacolony
1933.0,3.0,1.0,1.548,3.0,80.08,0,1.2105829650721338,vijaynagar
3500.0,5.0,2.0,1.8,5.0,51.43,1,0.8907730918505795,ramamurthynagar
1060.0,2.0,2.0,0.72,2.0,67.92,1,0.9665917205770691,kullappacolony
645.0,1.0,1.0,0.1974,1.0,30.6,0,0.40587287336539274,chandapura
2600.0,8.0,2.0,2.16,8.0,83.08,1,1.3732396507213365,mukkutamnagar
645.0,1.0,1.0,0.1974,1.0,30.6,0,0.40587287336539274,chandapura
1644.0,3.0,3.0,1.008,3.0,61.31,1,1.229059912680334,ashwathnagar
1285.0,2.0,3.0,0.87,2.0,67.7,1,1.0507396507213365,ncprindustriallayout
1200.0,3.0,1.0,1.08,3.0,90.0,1,0.6457043853759072,electroniccity
910.0,2.0,1.0,0.48,2.0,52.75,1,0.6457043853759072,electroniccity
1577.0,3.0,1.0,0.84,3.0,53.27,1,1.0034219129497637,kothanur
2420.0,3.0,2.0,2.22,3.0,91.74,1,1.4799451896255444,ombrlayout
1060.0,2.0,2.0,0.66,2.0,62.26,1,1.6532958602885344,anandnagar
1270.0,2.0,2.0,1.116,2.0,87.87,1,1.130124128295761,7thphasejpnagar
1280.0,2.0,1.0,0.8280000000000001,2.0,64.69,1,1.1689954003205942,kundalahallicolony
1200.0,2.0,0.0,1.1400000000000001,4.0,95.0,1,0.653064153555473,horamavuagara
1025.0,2.0,2.0,0.432,2.0,42.15,1,1.2214081780825812,sarjapurroad
1108.0,2.0,1.0,0.756,2.0,68.23,0,0.6457043853759072,electroniccity
3045.0,3.0,2.0,2.04,3.0,67.0,1,1.1874931004808909,coffeeboardlayout
2900.0,3.0,2.0,3.6,4.0,124.14,1,1.9901408858516834,ambedkarnagar
1500.0,3.0,2.0,0.906,3.0,60.4,1,1.2105829650721338,vijaynagar
1295.0,2.0,2.0,0.5268,2.0,40.68,1,0.7128541094287374,rajarajeshearinagar
1162.0,2.0,1.0,0.7188,2.0,61.86,1,0.8290305396770821,budigere
1035.0,2.0,2.0,0.5904,2.0,57.04,1,1.2214081780825812,sarjapurroad
1464.0,3.0,2.0,0.552,3.0,37.7,1,0.7717465502404455,kudlumainroad
1866.0,2.0,2.0,0.73896,3.0,39.6,0,1.1521533689384147,hennurroad
700.0,1.0,1.0,0.312,2.0,44.57,1,0.7817917205770691,geleyarabalagalayout
1804.0,3.0,2.0,1.44,3.0,79.82,1,0.9009155167468152,kalenaagrahara
913.0,2.0,1.0,0.384,2.0,42.06,1,1.0572625792582513,sarjapur
1868.0,3.0,2.0,1.572,3.0,84.15,0,1.308379478119155,talaghattapura
883.0,2.0,1.0,0.54,2.0,61.16,1,0.6136558616124448,kengerisatellitetown
900.0,2.0,1.0,1.32,2.0,146.67,1,1.1632396507213365,sundaranagar
1664.0,2.0,3.0,0.8874000000000001,3.0,53.33,1,0.9342847441154138,kogilu
2026.0,3.0,2.0,1.584,3.0,78.18,1,1.6852257467307854,hegdenagar
1210.0,2.0,1.0,0.9708000000000001,2.0,80.23,1,0.7544478875601115,balagere
1762.0,3.0,3.0,1.0974000000000002,3.0,62.28,1,1.0374052263917197,kadugodi
1252.0,3.0,3.0,0.66,3.0,52.72,1,0.8572815412330461,jigani
861.0,2.0,1.0,0.41400000000000003,2.0,48.08,1,0.7100599126803342,gollarapalyahosahalli
1420.0,2.0,1.0,1.2,3.0,84.51,1,1.130124128295761,7thphasejpnagar
1490.0,3.0,1.0,0.9456,3.0,63.46,1,0.665123425837477,"electroniccityphase1,"
1075.0,2.0,1.0,0.552,3.0,51.35,1,0.5346059000534323,bisuvanahalli
1425.0,2.0,2.0,1.1280000000000001,3.0,79.16,0,1.2597437478679034,oldmadrasroad
1200.0,2.0,1.0,0.48,2.0,40.0,1,0.9009155167468152,kalenaagrahara
1280.0,2.0,2.0,0.672,3.0,52.5,1,0.7522292328788858,kaggadasapura
1084.0,2.0,2.0,0.6,2.0,55.35,1,0.9424226575550494,silverspringslayout
1015.0,2.0,2.0,0.31056,2.0,30.6,0,0.40587287336539274,chandapura
1017.0,2.0,1.0,0.615,2.0,60.47,0,0.8444439804452369,kanakapurarod
1027.0,2.0,2.0,0.528,2.0,51.41,1,0.9525613888313661,"haralurroad,"
1069.0,2.0,2.0,0.54,2.0,50.51,1,0.5503403015850418,electroniccityphaseii
1349.0,2.0,1.0,1.1784000000000001,2.0,87.35,1,1.618665670388181,hebbal
1005.0,2.0,1.0,0.6,2.0,59.7,1,0.8480583406185229,9thphasejpnagar
1417.0,2.0,3.0,0.9,2.0,63.51,1,1.3750898348244254,jakkur
1475.0,3.0,1.0,1.176,3.0,79.73,0,0.8883792333867658,tcpalaya
950.0,2.0,2.0,0.5640000000000001,2.0,59.37,1,1.2206198253606684,maruthisevanagar
2000.0,4.0,0.0,1.44,4.0,72.0,1,1.6229940861264782,rmv2ndstage
880.0,3.0,1.0,1.68,3.0,190.91,1,2.609304507914257,girinagar
1863.0,3.0,2.0,1.248,4.0,66.99,1,1.2214081780825812,sarjapurroad
1010.0,2.0,1.0,0.354,2.0,35.05,1,0.8281056643887623,singasandra
1425.0,2.0,1.0,0.84,3.0,58.95,1,0.9009155167468152,kalenaagrahara
1450.0,3.0,0.0,1.2,3.0,82.76,1,1.2105829650721338,vijaynagar
1847.0,3.0,2.0,1.26,3.0,68.22,1,1.0034219129497637,kothanur
1100.0,2.0,3.0,0.54,2.0,49.09,1,0.8170612401923563,aecslayout
525.0,1.0,1.0,0.312,1.0,59.43,0,0.8444439804452369,kanakapurarod
1665.0,3.0,2.0,1.1400000000000001,3.0,68.47,1,0.8933915054150182,mallasandra
1850.0,3.0,3.0,1.8,3.0,97.3,1,1.2430548273164448,jpnagar
1438.0,2.0,3.0,1.2,2.0,83.45,1,0.9011436778312102,panathur
1560.0,3.0,3.0,1.3800000000000001,3.0,88.46,1,1.103493100480891,sundarramshettynagar
1350.0,2.0,1.0,0.6666,2.0,49.38,0,0.910515851529724,yelahanka
1550.0,3.0,3.0,0.804,3.0,51.87,1,0.8444439804452369,kanakapurarod
1140.0,2.0,2.0,0.558,2.0,48.95,0,0.9831639301442673,malleshpalya
850.0,2.0,2.0,0.324,2.0,38.12,0,0.7046512289836208,kodathi
1280.0,2.0,2.0,0.9,2.0,70.31,1,1.148292208119443,whitefield
1170.0,2.0,2.0,0.624,2.0,53.33,1,0.7996059301442673,munnekollal
1113.0,2.0,1.0,0.612,2.0,54.99,1,0.8146887336539274,motappalayout
1385.0,2.0,1.0,0.9970800000000001,2.0,71.99,1,1.1521533689384147,hennurroad
1128.0,2.0,1.0,0.78,2.0,69.15,0,0.6457043853759072,electroniccity
1200.0,2.0,2.0,1.536,2.0,128.0,1,1.1169619427005206,marathahalli
2390.0,3.0,2.0,4.98,3.0,208.37,1,3.161094453222185,rajajinagar
2400.0,4.0,1.0,4.8,4.0,200.0,1,2.609304507914257,girinagar
1464.0,3.0,2.0,0.672,3.0,45.9,1,0.9525613888313661,"haralurroad,"
1200.0,2.0,2.0,0.66,2.0,55.0,1,0.9887465502404454,manayatatechpark
1200.0,2.0,2.0,0.624,2.0,52.0,1,0.7683895044732758,kavalbyrasandra
1150.0,2.0,1.0,0.66,3.0,57.39,1,0.8864981183129703,kaggalipura
1645.0,3.0,2.0,1.1400000000000001,3.0,69.3,1,1.106136943269335,basavannanagar
1000.0,2.0,1.0,0.804,2.0,80.4,0,1.2214081780825812,sarjapurroad
2650.0,4.0,2.0,2.376,4.0,89.66,1,0.9525613888313661,"haralurroad,"
1192.0,2.0,2.0,0.888,2.0,74.5,1,1.2208232751202226,6thphasejpnagar
2135.0,3.0,2.0,2.58,3.0,120.84,1,1.7344479301442675,ulsoor
1173.0,2.0,1.0,0.6960000000000001,2.0,59.34,0,1.148292208119443,whitefield
1020.0,2.0,2.0,0.54,2.0,52.94,1,0.6614477700160297,uttarahalli
3122.0,6.0,2.0,2.7600000000000002,4.0,88.4,1,1.7115816712353449,thigalarapalya
1600.0,3.0,3.0,0.768,3.0,48.0,1,0.9231664065446885,somasundarapalya
1200.0,2.0,0.0,0.9480000000000001,2.0,79.0,0,0.993493100480891,t.cpalya
1230.0,2.0,3.0,0.5760000000000001,2.0,46.83,1,0.9401917205770692,muneshwaranagar
1250.0,2.0,2.0,0.48,2.0,38.4,1,0.7817346633097549,devarachikkanahalli
1325.0,2.0,2.0,0.912,2.0,68.83,1,0.9009155167468152,kalenaagrahara
1850.0,3.0,1.0,1.8,3.0,97.3,1,1.130124128295761,7thphasejpnagar
525.0,1.0,0.0,0.25836000000000003,1.0,49.21,0,0.8444439804452369,kanakapurarod
1200.0,2.0,2.0,0.78,2.0,65.0,1,2.0421408858516834,basaveswarnagar
1350.0,2.0,0.0,1.68,3.0,124.44,1,1.2532396507213364,bulltempleroad
1260.0,3.0,1.0,0.59232,3.0,47.01,0,0.5948323946725769,bommasandra
1800.0,3.0,0.0,1.8,3.0,100.0,1,1.2832396507213364,prashanthnagar
1100.0,2.0,1.0,0.519,2.0,47.18,1,1.418306100110975,ardendale
1508.0,2.0,1.0,0.924,2.0,61.27,1,1.2684921342137385,harlur
1592.0,3.0,2.0,0.9,3.0,56.53,1,0.9929917205770693,sampigehalli
1388.0,2.0,3.0,0.684,2.0,49.28,1,0.9970483645626669,akshayanagar
